Sample	Time	Encoder 1 Pos	Encoder 2 Pos	Control Effort
1	0.001	0	-37	0
2	0.002	0	-37	0
3	0.003	0	-37	0
4	0.004	0	-38	0
5	0.005	0	-38	0
6	0.006	0	-38	0
7	0.007	0	-38	0
8	0.009	0	-38	0
9	0.01	0	-38	0
10	0.011	0	-38	0
11	0.012	0	-38	0
12	0.013	0	-38	0
13	0.014	0	-38	0
14	0.015	0	-38	0
15	0.016	0	-38	0
16	0.018	0	-38	0
17	0.019	0	-39	0
18	0.02	0	-39	0
19	0.021	0	-39	0
20	0.022	0	-39	0
21	0.023	0	-39	0
22	0.024	0	-39	0
23	0.025	0	-39	0
24	0.027	0	-39	0
25	0.028	0	-39	0
26	0.029	0	-39	0
27	0.03	0	-40	0
28	0.031	0	-40	0
29	0.032	0	-40	0
30	0.033	0	-40	0
31	0.034	0	-40	0
32	0.036	0	-41	0
33	0.037	0	-41	0
34	0.038	0	-41	0
35	0.039	0	-41	0
36	0.04	0	-41	0
37	0.041	0	-42	0
38	0.042	0	-42	0
39	0.043	0	-42	0
40	0.045	0	-42	0
41	0.046	0	-43	0
42	0.047	0	-43	0
43	0.048	0	-43	0
44	0.049	0	-44	0
45	0.05	0	-44	0
46	0.051	0	-44	0
47	0.052	0	-44	0
48	0.054	0	-45	0
49	0.055	0	-45	0
50	0.056	0	-45	0
51	0.057	0	-46	0
52	0.058	0	-46	0
53	0.059	0	-46	0
54	0.06	0	-47	0
55	0.061	0	-47	0
56	0.063	0	-47	0
57	0.064	0	-48	0
58	0.065	0	-48	0
59	0.066	0	-49	0
60	0.067	0	-49	0
61	0.068	0	-49	0
62	0.069	0	-49	0
63	0.071	0	-50	0
64	0.072	0	-50	0
65	0.073	0	-50	0
66	0.074	0	-50	0
67	0.075	0	-50	0
68	0.076	0	-51	0
69	0.077	0	-51	0
70	0.078	0	-51	0
71	0.08	0	-51	0
72	0.081	0	-51	0
73	0.082	0	-51	0
74	0.083	0	-51	0
75	0.084	0	-51	0
76	0.085	0	-51	0
77	0.086	0	-52	0
78	0.087	0	-52	0
79	0.089	0	-53	0
80	0.09	0	-53	0
81	0.091	0	-54	0
82	0.092	-1	-54	0
83	0.093	-1	-55	0
84	0.094	-1	-55	0
85	0.095	-1	-55	0
86	0.096	-2	-55	0
87	0.098	-2	-55	0
88	0.099	-2	-55	0
89	0.1	-2	-55	0
90	0.101	-2	-55	0
91	0.102	-2	-55	0
92	0.103	-3	-55	0
93	0.104	-3	-55	0
94	0.105	-3	-55	0
95	0.107	-3	-55	0
96	0.108	-4	-55	0
97	0.109	-4	-55	0
98	0.11	-4	-55	0
99	0.111	-4	-55	0
100	0.112	-4	-55	0
101	0.113	-4	-55	0
102	0.114	-5	-55	0
103	0.116	-5	-55	0
104	0.117	-5	-55	0
105	0.118	-5	-55	0
106	0.119	-5	-55	0
107	0.12	-5	-55	0
108	0.121	-5	-55	0
109	0.122	-5	-55	0
110	0.123	-5	-55	0
111	0.125	-5	-55	0
112	0.126	-5	-55	0
113	0.127	-5	-55	0
114	0.128	-5	-55	0
115	0.129	-5	-55	0
116	0.13	-5	-55	0
117	0.131	-5	-55	0
118	0.132	-5	-55	0
119	0.134	-5	-55	0
120	0.135	-5	-55	0
121	0.136	-5	-55	0
122	0.137	-5	-55	0
123	0.138	-5	-55	0
124	0.139	-5	-55	0
125	0.14	-5	-55	0
126	0.142	-5	-55	0
127	0.143	-5	-55	0
128	0.144	-5	-55	0
129	0.145	-5	-55	0
130	0.146	-5	-55	0
131	0.147	-5	-55	0
132	0.148	-5	-55	0
133	0.149	-5	-55	0
134	0.151	-4	-55	0
135	0.152	-4	-55	0
136	0.153	-4	-55	0
137	0.154	-4	-55	0
138	0.155	-4	-56	0
139	0.156	-4	-56	0
140	0.157	-4	-56	0
141	0.158	-4	-56	0
142	0.16	-4	-57	0
143	0.161	-4	-57	0
144	0.162	-4	-57	0
145	0.163	-4	-57	0
146	0.164	-4	-58	0
147	0.165	-4	-58	0
148	0.166	-4	-58	0
149	0.167	-4	-58	0
150	0.169	-4	-58	0
151	0.17	-4	-58	0
152	0.171	-4	-59	0
153	0.172	-4	-59	0
154	0.173	-4	-59	0
155	0.174	-4	-59	0
156	0.175	-4	-59	0
